model,regime,strength,gap_subj,gap_obj,R,triggered
logistic,measurement,low,0.31905727790390415,0.04621848739495804,0.8551404697658129,True
logistic,measurement,low,0.3143341654193089,0.010884961309544638,0.9653713706398267,True
logistic,measurement,low,0.26247724877861855,0.020673218637889734,0.9212380549777625,True
logistic,measurement,low,0.34454793221945723,0.06790797433288098,0.8029070327154728,True
logistic,measurement,low,0.2754038997214485,0.03454668744228995,0.8745599191687864,True
logistic,measurement,low,0.2881030788618619,0.003279419886272672,0.9886171994439356,True
logistic,measurement,low,0.28667198723064646,0.0022557143572107252,0.9921313750289948,True
logistic,measurement,low,0.33132519076972433,0.00989205651107794,0.970143964942427,True
logistic,measurement,low,0.3737711499179389,0.04872777971418607,0.8696320469761131,True
logistic,measurement,low,0.2733080921888217,0.010058977719528128,0.9631954632628345,True
logistic,measurement,low,0.24115951002453573,0.0352973405824587,0.8536348801717688,True
logistic,measurement,low,0.2648868944042495,0.027762021806264525,0.8951929204776121,True
logistic,measurement,low,0.2884505431675244,0.020990876713665396,0.9272288535734375,True
logistic,measurement,low,0.24467470838266403,0.01542704789923699,0.9369487430833695,True
logistic,measurement,low,0.31797685814902454,0.03057341648561407,0.9038501837410904,True
logistic,measurement,low,0.2786060914174793,0.02029608777023506,0.9271513136451053,True
logistic,measurement,low,0.28467589724379383,0.019379621488389454,0.9319239118027863,True
logistic,measurement,low,0.29730247242226393,0.025252525252525193,0.9150611663374982,True
logistic,measurement,low,0.2784899701470802,0.04713898904499425,0.8307336202445692,True
logistic,measurement,low,0.3099834401191942,0.029402012476184125,0.9051497316602509,True
logistic,measurement,low,0.34802328471199984,0.022159890311769015,0.9363264146819744,True
logistic,measurement,low,0.2694708994708995,0.04566716586240682,0.8305302503829789,True
logistic,measurement,low,0.228175050755696,0.016051245400884095,0.9296538103192099,True
logistic,measurement,low,0.28555650596407456,0.009424823339603705,0.9669948919294122,True
logistic,measurement,low,0.30197914449882945,0.0083335838832167,0.9724034456185798,True
logistic,measurement,low,0.275570563684959,0.0077961410929218156,0.9717090933491916,True
logistic,measurement,low,0.27110107284020324,0.006182556876925482,0.9771946425288781,True
logistic,measurement,low,0.2811152034724036,0.028899822218547255,0.8971958049170959,True
logistic,measurement,low,0.30257798991097073,0.04045306865650333,0.866305316297441,True
logistic,measurement,low,0.3213404282636918,0.011018498182771452,0.965710824989224,True
logistic,measurement,low,0.29534250417830554,0.006080483292969507,0.979412095424983,True
logistic,measurement,low,0.3010558946042816,0.004633204633204602,0.9846101514162523,True
logistic,measurement,low,0.25507720553620183,0.019386616022499914,0.923997065979506,True
logistic,measurement,low,0.27342472342472346,0.07239006232686984,0.7352468298398058,True
logistic,measurement,low,0.23703892021817508,0.01861731121575183,0.9214588422921598,True
logistic,measurement,low,0.22913468645175972,0.0016937669376693165,0.9926079854434178,True
logistic,measurement,low,0.31434108249624715,0.010863270777479839,0.9654411358158712,True
logistic,measurement,low,0.23144756478089812,0.03427081393183096,0.8519283883402544,True
logistic,measurement,low,0.32194153204236653,0.02413402054854985,0.9250360138518137,True
logistic,measurement,low,0.24936171578131938,0.040648281738346004,0.8369906879611264,True
logistic,measurement,low,0.2633115939501738,0.004925229798326325,0.9812950515226522,True
logistic,measurement,low,0.33125092964450387,0.002479221927497832,0.9925155774501266,True
logistic,measurement,low,0.25400957737914265,0.0015397295510329867,0.9939383011974594,True
logistic,measurement,low,0.2862493429657609,0.011234624178490527,0.9607523145307819,True
logistic,measurement,low,0.34356135513610186,0.03461223518543144,0.8992545736940646,True
logistic,measurement,low,0.3480845442536328,0.03872037034391118,0.8887615925983273,True
logistic,measurement,low,0.3680391037533895,0.0014686405195248886,0.9960095530487191,True
logistic,measurement,low,0.293928037063943,0.043174342105263164,0.8531125423197694,True
logistic,measurement,low,0.328781143136297,0.01942337432800656,0.940923089010751,True
logistic,measurement,low,0.3111551726545373,0.006651781892886732,0.9786223001335995,True
logistic,measurement,low,0.29539635832349065,0.02331737970336001,0.9210640922058186,True
logistic,measurement,low,0.27731712034037614,0.016450029566157487,0.9406815217684112,True
logistic,measurement,low,0.2757072973927077,0.050809529128994946,0.8157120627219974,True
logistic,measurement,low,0.2643643729316444,0.011451146697048276,0.9566842287784022,True
logistic,measurement,low,0.33996820088931345,0.04627709190672158,0.8638781751185358,True
logistic,measurement,low,0.32070809515028587,0.020476573573918633,0.9361519902878561,True
logistic,measurement,low,0.34941820335714036,0.005361305361305302,0.984656479514247,True
logistic,measurement,low,0.2945534425947064,0.010966061150663897,0.9627705551357186,True
logistic,measurement,low,0.34164450590362727,0.06822403602589355,0.8003069423129008,True
logistic,measurement,low,0.26872925557136085,0.04867688034650974,0.8188627425658773,True
logistic,measurement,low,0.30028354691412584,0.04093276417036207,0.8636862905376967,True
logistic,measurement,low,0.23985172735331017,0.01592599822908891,0.9336006523495687,True
logistic,measurement,low,0.3943794120275221,0.002673796791443861,0.9932202424622073,True
logistic,measurement,low,0.22423137429639262,0.023182761756077475,0.8966123191778055,True
logistic,measurement,low,0.2650296123120356,0.04724374490544325,0.821741636742764,True
logistic,measurement,low,0.3090988299726164,0.0018358248098609975,0.99406071899391,True
logistic,measurement,med,0.5767924071288341,0.031128958760537673,0.946030914457609,True
logistic,measurement,med,0.5605922551252848,0.0019527345423390186,0.9965166580085867,True
logistic,measurement,med,0.5857549857549857,0.053984423892636135,0.9078378755529413,True
logistic,measurement,med,0.5771725032425421,0.029756782151771133,0.948443867328055,True
logistic,measurement,med,0.4930766632894292,0.035629676034938385,0.9277400885346215,True
logistic,measurement,med,0.5898546964193045,0.010794800527808124,0.9816992208533091,True
logistic,measurement,med,0.6014955271048735,0.009158223258817322,0.9847742454496747,True
logistic,measurement,med,0.5502657925878618,0.0162761883307051,0.9704212245246805,True
logistic,measurement,med,0.6547040192710889,0.03552136794012806,0.945744386937359,True
logistic,measurement,med,0.5144796874121178,0.02830229419703112,0.9449885099654869,True
logistic,measurement,med,0.6127560625241878,0.008035444496756972,0.9868863892367613,True
logistic,measurement,med,0.5331245659954063,0.018403716702146022,0.9654795185290624,True
logistic,measurement,med,0.5413980720326453,0.024374025220345485,0.9549794753999867,True
logistic,measurement,med,0.5867706868849166,0.03594045562957471,0.9387487200146661,True
logistic,measurement,med,0.4790971076230316,0.04897850606512022,0.897769146826789,True
logistic,measurement,med,0.6322813521291644,0.004763986013985977,0.9924654016792626,True
logistic,measurement,med,0.5380649463910122,0.015323102726543802,0.9715218342519408,True
logistic,measurement,med,0.6031954317063842,0.029062087186261465,0.9518197823480733,True
logistic,measurement,med,0.652815687852983,0.014004075056530008,0.9785481946633553,True
logistic,measurement,med,0.6290881217351806,0.023313102216190207,0.9629414363255073,True
logistic,measurement,med,0.5572680329138369,0.041144144649163605,0.9261681233821549,True
logistic,measurement,med,0.606600748008641,0.05572233956770267,0.908140008480654,True
logistic,measurement,med,0.5505479969765684,0.02976605637895957,0.9459337668242821,True
logistic,measurement,med,0.5553643966547193,0.022481931958399426,0.9595185933887352,True
logistic,measurement,med,0.5918531928900592,0.03316981767653382,0.9439560045041518,True
logistic,measurement,med,0.5085096343410447,0.007216523302314259,0.9858084826422889,True
logistic,measurement,med,0.5063325081221979,0.04706206531288526,0.9070530440808131,True
logistic,measurement,med,0.6641625709847463,0.020553030978050946,0.9690542167295317,True
logistic,measurement,med,0.5015678168037179,0.01952031232499718,0.9610814097894239,True
logistic,measurement,med,0.5269170548143469,0.04130718954248369,0.921605897616964,True
logistic,measurement,med,0.6362185377933409,0.021484382009970604,0.9662311285608134,True
logistic,measurement,med,0.5757888697647733,0.02240287162162158,0.961091864052923,True
logistic,measurement,med,0.5657695655084689,0.0029840660122351093,0.9947256512294838,True
logistic,measurement,med,0.5951219512195123,0.007370695132799532,0.9876148155555418,True
logistic,measurement,med,0.5928177691309987,0.014341077917844447,0.9758086233837646,True
logistic,measurement,med,0.6284848869294934,0.019530791788856305,0.9689240072513512,True
logistic,measurement,med,0.6784487350199734,0.03776378136590597,0.9443380473473885,True
logistic,measurement,med,0.579097658480868,0.01688733370605988,0.9708385391328296,True
logistic,measurement,med,0.6257331728472899,0.04832049797080429,0.9227777908098906,True
logistic,measurement,med,0.5506692534685427,0.00096299229606156,0.9982512328589332,True
logistic,measurement,med,0.591826011255169,0.04702612562534736,0.920540623880974,True
logistic,measurement,med,0.5935597072080556,0.06273611175158122,0.8943053057852007,True
logistic,measurement,med,0.5919293039047192,0.013729392701141374,0.9768056884317534,True
logistic,measurement,med,0.5534400492535017,0.036030235162374025,0.9348976728175477,True
logistic,measurement,med,0.5776522452183542,0.030868691316638053,0.9465618084718608,True
logistic,measurement,med,0.5822192513368984,0.030442724814452538,0.9477126104220195,True
logistic,measurement,med,0.5985417642466823,0.056206471013773296,0.9060943206118388,True
logistic,measurement,med,0.6282144916394388,0.0002906178859163333,0.9995373906686585,True
logistic,measurement,med,0.601409991417969,0.04172836509285116,0.9306157767773919,True
logistic,measurement,med,0.6143790849673202,0.006837402108958668,0.9888710369928652,True
logistic,measurement,med,0.5156311437041661,0.00355305072286205,0.9931093170646408,True
logistic,measurement,med,0.571474816341631,0.05854103130367727,0.8975614854239157,True
logistic,measurement,med,0.576283956961315,0.01731975824613219,0.9699457914159931,True
logistic,measurement,med,0.5695689712426114,0.06049884001126793,0.8937813626341347,True
logistic,measurement,med,0.6166809929410539,0.009123920324343393,0.9852047972472284,True
logistic,measurement,med,0.5300465176171392,0.03425818783374912,0.9353675824760453,True
logistic,measurement,med,0.5736581178505005,0.019182827302070438,0.966560523236473,True
logistic,measurement,med,0.5738397631779986,0.03758732556343225,0.934498569155841,True
logistic,measurement,med,0.5397074659009332,0.04114898587660609,0.9237568711266276,True
logistic,measurement,med,0.5365672245128952,0.01883848907410368,0.9648907197207105,True
logistic,measurement,med,0.576429027158352,0.038056542732644805,0.9339787884724441,True
logistic,measurement,med,0.59498158918511,0.03195575110889426,0.9462911933919484,True
logistic,measurement,med,0.6454330270119744,0.050255525983681326,0.9221367301014347,True
logistic,measurement,med,0.5768211920529802,0.009199453753598652,0.9840514636418669,True
logistic,measurement,med,0.4880804953560371,0.03501868124264862,0.9282522420464605,True
logistic,measurement,med,0.5404128772382542,0.039611833586668976,0.9267007962706167,True
logistic,measurement,med,0.5892857142857143,0.017383486212855903,0.970500750669093,True
logistic,measurement,med,0.5931760567023643,0.012475926135719906,0.9789675830729292,True
logistic,measurement,med,0.6517722905995974,0.030006101719249112,0.9539622930400354,True
logistic,measurement,med,0.5713832611794865,0.04232520713407795,0.9259250138922385,True
logistic,measurement,med,0.4823527918942754,0.013389682942755554,0.9722408926251423,True
logistic,measurement,med,0.6178518782087125,0.018804226140498148,0.969565155009295,True
logistic,measurement,med,0.6058003469076034,0.0035966629043224785,0.9940629566775883,True
logistic,measurement,med,0.511081362486985,0.04164217127180092,0.9185214442781381,True
logistic,measurement,med,0.6048529783469543,0.004811533724350392,0.9920451185716235,True
logistic,measurement,med,0.5605067715159457,0.004656837115270651,0.9916917379915398,True
logistic,measurement,med,0.5592468005463099,0.0265453751856366,0.9525337021871108,True
logistic,measurement,med,0.5315211427707855,0.026687027341477654,0.9497912214698367,True
logistic,measurement,med,0.5579572629792486,0.014183387134206749,0.9745797965627804,True
logistic,measurement,med,0.5546772068511199,4.518156036259491e-05,0.9999185444078024,True
logistic,measurement,med,0.6275639410774188,0.007597047760982245,0.9878943845181107,True
logistic,measurement,med,0.5664938557907615,0.03064409596454598,0.9459056869703021,True
logistic,measurement,med,0.5982157227932217,0.022803195352214978,0.9618813172516746,True
logistic,measurement,med,0.5538252454634246,0.01648553068529779,0.970233334756159,True
logistic,measurement,med,0.5127098069579139,0.0009123956233804131,0.9982204443702882,True
logistic,measurement,med,0.5594314242847536,0.038796415531284545,0.9306502748198554,True
logistic,measurement,med,0.5347240949775911,0.06149732620320858,0.884992416124832,True
logistic,measurement,med,0.5865039248723274,0.008258301313299299,0.9859194440768713,True
logistic,measurement,med,0.5349105670029932,0.030506168234627706,0.942969591336458,True
logistic,measurement,med,0.6448045308453607,0.01133972677260009,0.9824136986789883,True
logistic,measurement,med,0.5664043630697312,0.0007586625468990471,0.9986605637308524,True
logistic,measurement,med,0.5765624951057011,0.0114613130840312,0.9801212996313088,True
logistic,measurement,med,0.6316699604743083,0.04465772379733979,0.9293021251733941,True
logistic,measurement,med,0.5810871183916604,0.06060687471343418,0.8957008806507661,True
logistic,measurement,med,0.6095514014393784,0.04356756756756763,0.9285251949799667,True
logistic,measurement,med,0.5343112026076514,0.04097416744475568,0.923314040123461,True
logistic,measurement,med,0.585635241086116,0.015096272529692811,0.9742223973719626,True
logistic,measurement,med,0.5597148964697252,0.08306069413819772,0.8516017803669614,True
logistic,measurement,med,0.622700316141731,0.05012121212121212,0.9195098977438062,True
logistic,measurement,med,0.5886169818316649,0.006362651433074018,0.9891905065102359,True
logistic,measurement,high,0.7711391076115486,0.002403484225872443,0.9968832027812508,True
logistic,measurement,high,0.8377015526279075,0.020856621756780602,0.9751025628502747,True
logistic,measurement,high,0.8404769106674733,0.002569781046297903,0.9969424727631636,True
logistic,measurement,high,0.733375103540556,0.011786326880666498,0.9839286514857608,True
logistic,measurement,high,0.8018779840848806,0.02035781464948483,0.9746123287413638,True
logistic,measurement,high,0.7957400757538492,0.013595610865783536,0.982914507789615,True
logistic,measurement,high,0.8043777286047484,0.014064198407240602,0.9825154303667308,True
logistic,measurement,high,0.8141721441637018,0.011703381056089146,0.9856254219209248,True
logistic,measurement,high,0.8016638533879913,0.006283130928109282,0.9921623871382557,True
logistic,measurement,high,0.8064861012116893,0.009422102734525706,0.9883170922346093,True
logistic,measurement,high,0.8014689655834125,0.028945829946813828,0.9638840289645609,True
logistic,measurement,high,0.8538918256933355,0.0166471115035991,0.9805044257332219,True
logistic,measurement,high,0.8276936984678689,0.024759015511082838,0.970086741560418,True
logistic,measurement,high,0.7919195188391726,0.03328185711097964,0.9579731824772225,True
logistic,measurement,high,0.837908496732026,0.008780332056194218,0.9895211325694406,True
logistic,measurement,high,0.7589690957915871,0.009358793387831521,0.9876690718505863,True
logistic,measurement,high,0.7755352217503612,0.016962018689631764,0.978128628830875,True
logistic,measurement,high,0.7725275357869287,0.012630277336159623,0.9836507091966711,True
logistic,measurement,high,0.7938155672547434,0.027673676051229945,0.9651384059562677,True
logistic,measurement,high,0.7779252495221916,0.018022892893583276,0.9768321019215496,True
logistic,measurement,high,0.8100620045522329,0.013680363139091156,0.9831119555512876,True
logistic,measurement,high,0.8071707427910435,0.002957744490406755,0.9963356643971268,True
logistic,measurement,high,0.7527908788023019,0.013873970640887912,0.9815699538456663,True
logistic,measurement,high,0.7933621865738345,0.02690688855241774,0.9660849874020134,True
logistic,measurement,high,0.7981108036549678,0.014979407234994468,0.9812314190380635,True
logistic,measurement,high,0.7430730607382259,0.05488266531911312,0.9261409567659626,True
logistic,measurement,high,0.7671299473804621,0.0031480994016832575,0.995896263191871,True
logistic,measurement,high,0.7848029604263898,0.0035471011080766557,0.9954802653826006,True
logistic,measurement,high,0.8515093428542164,0.02217218084184991,0.9739613181840966,True
logistic,measurement,high,0.9028553558971398,0.027703751888534467,0.9693154039486136,True
logistic,measurement,high,0.8313670808069731,0.012528917331550482,0.9849297408800585,True
logistic,measurement,high,0.7961170244077338,0.008663430368748837,0.9891178933459011,True
logistic,measurement,high,0.8433862153127819,0.017731762259573736,0.9789755133085764,True
logistic,measurement,high,0.7769340127949701,0.017925078772318748,0.9769284411840403,True
logistic,measurement,high,0.7983774038461539,0.04308816078365141,0.9460303353074927,True
logistic,measurement,high,0.8266125760649087,0.00047158251208656576,0.9994294999547049,True
logistic,measurement,high,0.8077179829516278,0.008962330205853575,0.9889041343698914,True
logistic,measurement,high,0.8700961861033363,0.041039101211794105,0.9528338339286547,True
logistic,measurement,high,0.7770375716905309,0.01912001042435829,0.9753937118088633,True
logistic,measurement,high,0.8226949620784918,0.004791553822102057,0.9941757831967313,True
logistic,measurement,high,0.791,0.011010126411906573,0.9860807504274253,True
logistic,measurement,high,0.8072817270992366,0.02196241955354905,0.972794603400147,True
logistic,measurement,high,0.75110541209763,0.036656329961194944,0.9511968235472782,True
logistic,measurement,high,0.7897810373699049,0.010158502464173602,0.9871375710690611,True
logistic,measurement,high,0.82776789234228,0.002578707093328747,0.9968847461743993,True
logistic,measurement,high,0.7852662570404506,0.048634601105519315,0.9380661009314016,True
logistic,measurement,high,0.8217170692104728,0.03626545280821081,0.9558662535231797,True
logistic,measurement,high,0.8131237934858504,0.0067799224550751935,0.9916618816109048,True
logistic,measurement,high,0.8048574748133883,0.0577979036360996,0.928188647748472,True
logistic,measurement,high,0.8081853463483476,0.00021017701005254796,0.9997399395930622,True
logistic,measurement,high,0.8075667107001321,0.018737627181069083,0.9767974249894177,True
logistic,measurement,high,0.8264995974235105,0.023067422260970694,0.9720902196046073,True
logistic,measurement,high,0.7651222651222651,0.019913724987720816,0.9739731466518771,True
logistic,measurement,high,0.7836268607620053,0.01937924806977509,0.9752698011768886,True
logistic,measurement,high,0.84765625,0.033637586821338994,0.9603169482660702,True
logistic,measurement,high,0.80052981241918,0.016551796248050366,0.9793239477265296,True
logistic,measurement,high,0.8614561766735679,0.03976565334623405,0.9538390292820403,True
logistic,measurement,high,0.8605534481081606,0.0034094454786721684,0.9960380781854196,True
logistic,measurement,high,0.7522697795071336,0.018924062182288925,0.9748440483749228,True
logistic,measurement,high,0.8228099529861012,0.007393193746825455,0.9910147006365267,True
logistic,measurement,high,0.8034564769303948,0.0752665460755535,0.906321564096279,True
logistic,measurement,high,0.7978567639257295,0.05002300134428095,0.9373032809822271,True
logistic,measurement,high,0.8252355142599045,0.024094640270400758,0.9708027104335063,True
logistic,measurement,high,0.8553946932693104,0.029859114433582468,0.9650931731649384,True
logistic,measurement,high,0.8500589406149149,0.0013864194395055707,0.9983690314009254,True
logistic,measurement,high,0.7966434025956132,0.017991282083835936,0.9774161412430995,True
logistic,measurement,high,0.816588080698771,0.007124860022396429,0.9912748420032049,True
logistic,measurement,high,0.7821699893426675,0.038239692373424394,0.9511107650581674,True
logistic,measurement,high,0.7784179167996595,0.02119220684390455,0.9727752838333514,True
logistic,measurement,high,0.7777987718469532,0.0654702036711089,0.9158262958995885,True
logistic,measurement,high,0.7727859237536657,0.06610810810810819,0.9144548236761351,True
logistic,measurement,high,0.8089076586695421,0.0006076388888889284,0.9992488155077078,True
logistic,measurement,high,0.7931030843513364,0.02818676311442725,0.9644601519391636,True
logistic,measurement,high,0.8349927452844349,0.010116746935437959,0.987884030139697,True
logistic,measurement,high,0.8376116520479602,0.03333023732615059,0.960208006604662,True
logistic,measurement,high,0.7650606884461677,0.010742104817543008,0.9859591467974127,True
logistic,measurement,high,0.8032442204340693,0.03284857662550156,0.959105119227935,True
logistic,measurement,high,0.7495004541326068,0.007128278220176143,0.990489294328146,True
logistic,measurement,high,0.8184408209941048,0.011323512361705923,0.9861645312999515,True
logistic,measurement,high,0.8469390242119066,0.030164175447194297,0.9643844780026961,True
logistic,measurement,high,0.8109644150606459,0.024385035210964467,0.9699308197029325,True
logistic,measurement,high,0.8195165137840297,0.006033949484676615,0.9926371837745948,True
logistic,measurement,high,0.7846697280113034,0.08924731182795698,0.8862613037791724,True
logistic,measurement,high,0.7646297846434822,0.0017146335101295707,0.9977575637981078,True
logistic,measurement,high,0.8054042973677571,0.02332545368061467,0.971038826392102,True
logistic,measurement,high,0.8370925684485006,0.029761544068380608,0.964446531733591,True
logistic,measurement,high,0.80487508741938,0.02893626253648085,0.9640487536652956,True
logistic,measurement,high,0.8251862582781457,0.036733004642458766,0.9554851958888569,True
logistic,measurement,high,0.8446580011909895,0.002173990456520225,0.9974261885242846,True
logistic,measurement,high,0.7793621013133208,0.02295465170640476,0.9705468720281325,True
logistic,measurement,high,0.8507667044647185,0.019815059445178362,0.9767091738061782,True
logistic,measurement,high,0.7852441675971088,0.04448866625494641,0.9433441621208289,True
logistic,measurement,high,0.8218111694704524,0.02846370719434932,0.9653646625261976,True
logistic,measurement,high,0.8186182647166786,0.026603872355175695,0.967501491840787,True
logistic,measurement,high,0.783765815445667,0.02178504764711664,0.9722046468246014,True
logistic,measurement,high,0.7898661763203596,0.02744588174626683,0.9652524914104752,True
logistic,measurement,high,0.783878387336534,0.020767193447108534,0.9735071233209128,True
logistic,measurement,high,0.8008515150367601,0.024275188637372436,0.9696882778123256,True
logistic,measurement,high,0.814357895332764,0.008473478085584296,0.9895948966245095,True
logistic,measurement,high,0.8298397921738554,0.039893617021276584,0.951926121888213,True
logistic,symmetric,low,0.0054964505971567545,0.029490824274963634,,False
logistic,symmetric,low,0.0738699210972642,0.0057696014016644925,0.9218951189338935,True
logistic,symmetric,low,0.025347864914389562,0.02007209258205267,0.20813478177177455,True
logistic,symmetric,low,0.037276277554646575,0.022830341777456797,0.3875369732402118,True
logistic,symmetric,low,0.03777864984637769,0.0202519762052219,0.4639306516359342,True
logistic,symmetric,low,0.12227425119835966,0.03819497440024422,0.6876286378701078,True
logistic,symmetric,low,0.09927790863806618,0.03457700126522889,0.6517150518220021,True
logistic,symmetric,low,0.04455686787468416,0.023210266304188987,0.47908667257609583,True
logistic,symmetric,low,0.08340084450336327,0.061361860478154395,0.26425372736267816,True
logistic,symmetric,low,0.0859998992164076,0.053895833333333365,0.37330352913889486,True
logistic,symmetric,low,0.00936768149882905,0.04469912833541545,,False
logistic,symmetric,low,0.0183810709838107,0.02591804403242859,,False
logistic,symmetric,low,0.0776828822590262,0.03660441295927652,0.528796925463932,True
logistic,symmetric,low,0.049730844694873544,0.02849139655862354,0.4270880228672137,True
logistic,symmetric,low,0.02485058800848272,0.024681428294955565,0.006807070861639716,True
logistic,symmetric,low,0.007749408597764962,0.059920106524633865,,False
logistic,symmetric,low,0.007193101883367414,0.03320731783610842,,False
logistic,symmetric,low,0.08894801590707524,0.06360193426908589,0.284953873107958,True
logistic,symmetric,low,0.02216967008255577,0.014242624754015276,0.3575626204188712,True
logistic,symmetric,low,0.02821300563236051,0.025299600532623145,0.10326461270030973,True
logistic,symmetric,low,0.006441277353824937,0.01325225048497125,,False
logistic,symmetric,low,0.013184559114274408,0.001052923641692849,,False
logistic,symmetric,low,0.004246514292990389,0.02525971849865949,,False
logistic,symmetric,low,0.0351501780073209,0.028127626055027277,0.199787094985152,True
logistic,symmetric,low,0.09018782383419688,0.0011719630380887525,0.9870053074986784,True
logistic,symmetric,low,0.012139624752122935,0.02931566723886736,,False
logistic,symmetric,low,0.05441874807277214,0.02075119890464494,0.6186755550330716,True
logistic,symmetric,low,0.014026594157243832,0.018391154073312932,,False
logistic,symmetric,low,0.01139799211644199,0.0028854036713598097,,False
logistic,symmetric,low,0.045931843668616024,0.030425888952854585,0.3375861597812638,True
logistic,symmetric,low,0.0964912280701754,0.07205402986982556,0.2532582358945348,True
logistic,symmetric,low,0.04812044995101139,0.014697802197802257,0.6945622451002593,True
logistic,symmetric,low,0.05050166809291712,0.003676706927708717,0.9271963270412373,True
logistic,symmetric,low,0.01550821300376548,0.005404768619499345,,False
logistic,symmetric,low,0.010211550770543698,0.029499190408866394,,False
logistic,symmetric,low,0.04122824511324297,0.00431018224835833,0.8954555975758994,True
logistic,symmetric,low,0.0169220945083014,0.034588507014342684,,False
logistic,symmetric,low,0.011541811846689898,0.032939193693765745,,False
logistic,symmetric,low,0.03953265044814336,0.03558626271970389,0.09982603452344067,True
logistic,symmetric,low,0.08686302010285174,0.030829186572302714,0.6450827229378066,True
logistic,symmetric,low,0.029192812142399105,0.0006362058993637509,0.9782067621214287,True
logistic,symmetric,low,0.06714677310762718,0.00846474953617804,0.873936614606778,True
logistic,symmetric,low,0.0319275601279273,0.013981443156732887,0.5620885811282772,True
logistic,symmetric,low,0.029074481640217753,0.012940146559089372,0.5549311344835912,True
logistic,symmetric,low,0.003625860373647982,0.006867593017712559,,False
logistic,symmetric,low,0.030373266431491408,0.017665538864718888,0.4183852795495508,True
logistic,symmetric,low,0.02434634022265847,0.0018407050630970812,0.9243949995661366,True
logistic,symmetric,low,0.005155803101008605,0.003818889821003979,,False
logistic,symmetric,low,0.09333722453769155,0.026927877360486296,0.7114990563104622,True
logistic,symmetric,low,0.00015804579534972607,0.009945744056250705,,False
logistic,symmetric,low,0.048874553668304066,0.00885376930063575,0.8188470556534706,True
logistic,symmetric,low,0.04823074247956871,0.01861004076618078,0.6141456712165632,True
logistic,symmetric,low,0.0006464570388502455,0.017563970160175413,,False
logistic,symmetric,low,0.010770381451009725,0.015257548406241495,,False
logistic,symmetric,low,0.09158134243458471,0.009005241440838585,0.9016694754472407,True
logistic,symmetric,low,0.0726318757742721,0.009345794392523366,0.8713265450892587,True
logistic,symmetric,low,0.05873318620121315,0.003921499292786401,0.93323196736932,True
logistic,symmetric,low,0.0017953321364452268,0.0005448145082346256,,False
logistic,symmetric,low,0.029259896729776247,0.015109624825931922,0.48360635153726783,True
logistic,symmetric,low,0.045547945205479445,0.02403088042049928,0.47240473061760974,True
logistic,symmetric,low,0.011174911660777331,0.022906505804169863,,False
